Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Average Trip CO2 Rate (lb/mile), Latitude (deg), Longitude (deg), Bearing (deg)
138.006,0,100,152.6,27.758293,1143.5,0,29.234798,819.68,68.62745,82.4,13.333333,140,98.6,1.11377,-0.7251887,16.632324,76.39252,0.06330597,0.022793159,2.7774107,7.055433,45.057224,-92.95487,179.98212
139.007,0.70784205,61.568626,152.6,28.348896,2058.5,1.8641136,29.234798,820.22,25.882353,82.4,13.725491,140,98.6,1.8701564,-0.43511322,36.108433,92.128044,0.06377355,0.023404624,2.724827,7.1915884,45.05719,-92.95488,180.05367
140.007,1.8445,55.686275,152.6,31.301907,2461.75,7.4564543,29.234798,821.84,18.431372,82.4,12.54902,140,98.6,3.717297,1.0152642,55.427635,118.25417,0.06581917,0.024591902,2.676457,7.3215585,45.05713,-92.95488,181.01514
141.012,2.9957473,67.45098,152.6,37.503227,2205.25,13.048795,29.234798,824.18,24.705883,82.4,12.941176,140,98.6,5.326209,4.0610566,59.722485,142.2375,0.069608524,0.025855295,2.6922348,7.2786503,45.057056,-92.95488,180.24254
142.022,2.9957473,67.45098,152.6,37.503227,2205.25,13.048795,29.234798,824.18,24.705883,82.4,12.941176,140,98.6,5.326209,4.0610566,59.722485,142.2375,0.069608524,0.025855295,2.6922348,7.2786503,45.056973,-92.95488,180.08115
143.011,4.250067,79.60784,152.6,36.617325,1831,18.019764,29.234798,830.84,9.019608,82.4,0,140,98.6,4.658542,3.6259434,58.133434,166.75224,0.076292105,0.02747895,2.7763836,7.0580435,45.05688,-92.95489,180.603
144.000,41.36526,19.215687,152.6,9.744933,1204,21.126621,29.234798,838.22,9.019608,82.4,8.627451,140,98.6,1.029373,-9.572491,7.0027227,30.547419,0.08479577,0.027686028,3.0627642,6.398088,45.056805,-92.95489,180.30417
145.009,7.8616753,73.72549,152.6,28.939499,1658.5,19.262506,29.234798,844.88,7.0588236,82.4,0,140,98.6,2.0101252,-0.14503774,33.59467,106.3871,0.0912562,0.028432725,3.2095482,6.1054807,45.056717,-92.95489,180.30417
145.999,7.8616753,73.72549,152.6,28.939499,1658.5,19.262506,29.234798,844.88,7.0588236,82.4,0,140,98.6,2.0101252,-0.14503774,33.59467,106.3871,0.0912562,0.028432725,3.2095482,6.1054807,45.056633,-92.954895,180.30417
147.004,7.8616753,73.72549,152.6,28.939499,1658.5,19.262506,29.234798,844.88,7.0588236,82.4,0,140,98.6,2.0101252,-0.14503774,33.59467,106.3871,0.0912562,0.028432725,3.2095482,6.1054807,45.056557,-92.9549,180.30417
