Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
1946.299,13.7501335,35.14082,1777.5,49.088326,1.5,5.359473,29.234798,73.4,7.45098,78.8,2.9007547,48.949013,144.63333,30.498339,26.37225,45.03379,-92.97881,997.54315
1946.548,42.374134,22.147575,1785.75,49.709694,3.5,1.760913,29.234798,73.4,1.5686275,78.8,-3.4809058,16.084698,47.3071,30.502535,26.373371,45.03379,-92.97881,997.54315
1946.798,26.949669,20.67107,1775.75,49.709694,16,2.776977,29.234798,73.4,10.980392,78.8,-4.2060943,25.290668,74.80189,30.506308,26.374018,45.03379,-92.97881,997.54315
1947.048,15.471543,31.006605,1805.25,49.709694,3.5,4.838211,29.234798,73.4,10.980392,78.8,0.87022644,44.05347,128.16718,30.50834,26.37278,45.03379,-92.97881,997.54315
1947.298,17.609287,32.48311,1762.5,49.709694,0.5,4.266675,29.234798,73.4,10.196078,78.8,1.5954151,38.705437,115.339195,30.512552,26.370918,45.03383,-92.97909,997.8442
1947.547,40.477512,23.32878,1726,49.709694,6,1.856169,29.234798,73.4,0,78.8,-2.9007547,16.838366,51.23812,30.517025,26.37082,45.03383,-92.97909,997.8442
1947.799,49.279873,18.603964,1698.5,49.709694,7.5,1.520127,29.234798,73.4,1.9607843,78.8,-5.221359,13.830701,42.767387,30.519045,26.37163,45.03383,-92.97909,997.8442
1948.048,45.617542,15.060351,1646.75,49.709694,23.5,1.652427,29.234798,73.4,7.45098,78.8,-6.9618115,14.941075,47.652782,30.523214,26.373327,45.03383,-92.97909,997.8442
1948.298,34.92807,20.375769,1580,49.709694,19,2.157813,29.234798,73.4,0,78.8,-4.351132,19.513678,64.86585,30.527271,26.37394,45.033867,-92.97937,998.3032
1948.548,46.3978,18.603964,1542.5,49.709694,11.5,1.61406,29.234798,73.4,0,78.8,-5.221359,14.689816,50.017876,30.529442,26.374748,45.033867,-92.97937,998.3032
1948.797,82.63298,12.107341,1512.75,49.709694,16,0.906255,29.234798,73.4,7.8431373,78.8,-8.412189,8.248222,28.636982,30.533634,26.377039,45.033867,-92.97937,998.3032
1949.048,40.323776,13.879147,1532,49.709694,22,1.856169,29.234798,73.4,10.980392,78.8,-7.541962,16.902563,57.94659,30.537344,26.378597,45.033867,-92.97937,998.3032
1949.299,25.71557,19.194565,1544.75,49.709694,21.5,2.9106,29.234798,73.4,12.941176,78.8,-4.931283,26.504375,90.11424,30.539398,26.378551,45.033905,-92.97965,998.7585
1949.548,22.927618,28.939499,1569,49.709694,4,3.258549,29.234798,73.4,14.90196,78.8,-0.14503774,29.727255,99.50982,30.543589,26.37737,45.033905,-92.97965,998.7585
1949.798,19.355629,29.825401,1616.75,49.709694,3.5,3.859191,29.234798,73.4,17.254902,78.8,0.29007548,35.21328,114.39253,30.545622,26.376734,45.033905,-92.97965,998.7585
1950.048,17.185205,30.711304,1841.75,49.709694,1.5,4.344732,29.234798,73.4,0,78.8,0.7251887,39.66058,113.09996,30.5501,26.375195,45.033905,-92.97965,998.7585
1950.297,38.119114,20.080467,1908.25,49.709694,5,1.951425,29.234798,73.4,0,78.8,-4.49617,17.880142,49.211857,30.553831,26.376057,45.033947,-92.97993,997.9305
1950.549,68.15549,12.402642,1900.75,49.709694,16,1.090152,29.234798,73.4,0,78.8,-8.267151,10.000298,27.632616,30.557976,26.377928,45.033947,-92.97993,997.9305
1950.798,78.106255,10.040234,1889.25,49.709694,17.5,0.951237,29.234798,73.4,0,78.8,-9.427453,8.726256,24.258984,30.560146,26.37917,45.033947,-92.97993,997.9305
1951.049,95.51215,7.973127,1823.25,49.709694,16.5,0.783216,29.234798,73.4,0,78.8,-10.442718,7.1360044,20.556206,30.564623,26.381924,45.033947,-92.97993,997.9305
1951.298,115.84317,6.791923,1713.25,49.088326,16,0.637686,29.234798,73.4,0,78.8,-11.022868,5.8100576,17.811224,30.568693,26.384596,45.033997,-92.98021,998.5068
1951.548,128.95244,6.496622,1683.5,49.088326,16,0.572859,29.234798,73.4,0,78.8,-11.167906,5.2194085,16.283293,30.570677,26.385958,45.033997,-92.98021,998.5068
1951.798,142.82285,5.90602,1585.5,48.466953,16,0.510678,29.234798,73.4,0,78.8,-11.457981,4.652868,15.413048,30.574816,26.388857,45.033997,-92.98021,998.5068
1952.048,152.29176,5.315418,1508.5,48.466953,10,0.478926,29.234798,73.4,0.78431374,78.8,-11.748056,4.36357,15.192552,30.57877,26.391687,45.033997,-92.98021,998.5068
1952.298,156.83812,5.315418,1483,47.84558,9.5,0.459081,29.234798,73.4,2.745098,78.8,-11.748056,4.1827593,14.813436,30.580872,26.393196,45.03405,-92.98047,999.36804
1952.548,54.206,8.85903,1468,47.84558,14.5,1.328292,29.234798,73.4,7.45098,78.8,-10.007604,12.102278,43.298725,30.584902,26.39532,45.03405,-92.98047,999.36804
1952.799,42.886387,10.926137,1473.5,47.84558,16,1.678887,29.234798,73.4,8.627451,78.8,-8.99234,15.296604,54.5229,30.586828,26.39596,45.03405,-92.98047,999.36804
1953.048,25.230795,21.261671,1516.75,47.84558,15,2.853711,29.234798,73.4,10.980392,78.8,-3.916019,26.00061,90.033394,30.590874,26.396177,45.03405,-92.98047,999.36804
1953.298,20.148153,28.348896,1556.25,47.84558,0.5,3.196368,29.234798,73.4,11.372549,78.8,-0.43511322,32.559616,109.88387,30.59475,26.39507,45.03411,-92.98073,1000.5661
1953.550,17.907024,29.234798,1628.5,47.84558,5.5,3.595914,29.234798,73.4,11.372549,78.8,0,36.634567,118.15099,30.596699,26.394274,45.03411,-92.98073,1000.5661
1953.799,17.52482,29.825401,1667.75,47.84558,3.5,3.736152,29.234798,73.4,10.980392,78.8,0.29007548,37.43354,117.88649,30.600769,26.392166,45.03411,-92.98073,1000.5661
1954.048,16.127924,31.597206,1698.75,47.84558,-0.5,4.133052,29.234798,73.4,11.372549,78.8,1.1603019,40.675793,125.75945,30.604794,26.38996,45.03411,-92.98073,1000.5661
1954.298,15.152538,32.77841,1732,47.84558,-1.5,4.504815,29.234798,73.4,0.39215687,78.8,1.7404529,43.294136,131.28505,30.608707,26.387632,45.034176,-92.98099,1003.5575
1954.548,34.54596,25.100586,1709.25,47.84558,3,1.999053,29.234798,73.4,0,78.8,-2.0305283,18.989662,58.35065,30.61079,26.388058,45.034176,-92.98099,1003.5575
1954.798,54.19501,16.241554,1689,47.84558,13.5,1.304478,29.234798,73.4,4.7058825,78.8,-6.3816605,12.1047325,37.640865,30.614677,26.389523,45.034176,-92.98099,1003.5575
1955.049,60.384598,14.469749,1620.5,47.22421,21.5,1.169532,29.234798,73.4,0,78.8,-7.251887,10.722874,34.753315,30.618637,26.391247,45.034176,-92.98099,1003.5575
1955.298,86.123184,11.516739,1570.5,47.22421,19,0.82026,29.234798,73.4,3.5294118,78.8,-8.702264,7.5182586,25.142786,30.620705,26.392483,45.03424,-92.98125,1005.76074
1955.548,41.767147,12.402642,1483.75,47.22421,23,1.69344,29.234798,73.4,4.3137255,78.8,-8.267151,15.502529,54.87517,30.62453,26.394144,45.03424,-92.98125,1005.76074
1955.799,35.944073,15.650953,1472.25,47.22421,22.5,1.967301,29.234798,73.4,6.27451,78.8,-6.671736,18.013998,64.26324,30.62657,26.394611,45.03424,-92.98125,1005.76074
1956.048,27.556976,22.147575,1465,46.60284,17,2.529576,29.234798,73.4,7.0588236,78.8,-3.4809058,23.187475,83.128494,30.630505,26.394882,45.03424,-92.98125,1005.76074
1956.298,41.17461,21.852274,1465,46.60284,9,1.69344,29.234798,73.4,0,78.8,-3.6259434,15.518707,55.6355,30.634022,26.39535,45.034306,-92.9815,1008.1581
1956.548,62.48348,15.650953,1438.25,46.60284,8.5,1.120581,29.234798,73.4,0,78.8,-6.671736,10.226331,37.343887,30.63792,26.39709,45.034306,-92.9815,1008.1581
1956.798,91.60794,12.993244,1427.25,46.60284,14.5,0.764694,29.234798,73.4,0,78.8,-7.9770756,6.9751234,25.667639,30.639814,26.39825,45.034306,-92.9815,1008.1581
1957.048,123.79952,9.449632,1404.25,45.98147,14.5,0.558306,29.234798,73.4,0,78.8,-9.717528,5.092564,19.046982,30.643608,26.400806,45.034306,-92.9815,1008.1581
1957.299,113.64684,7.973127,1390,45.360096,14,0.600642,29.234798,73.4,0,78.8,-10.442718,5.4725437,20.678,30.64743,26.403347,45.03437,-92.98175,1010.5045
1957.548,139.07188,7.087224,1379.75,45.360096,14,0.490833,29.234798,73.4,0,78.8,-10.8778305,4.472057,17.023191,30.649387,26.404713,45.03437,-92.98175,1010.5045
1957.798,146.65382,6.201321,1364.25,44.738728,14,0.459081,29.234798,73.4,0,78.8,-11.312943,4.1827593,16.10286,30.653128,26.407337,45.03437,-92.98175,1010.5045
1958.048,163.45956,5.610719,1350.75,44.117355,14,0.406161,29.234798,73.4,0,78.8,-11.603019,3.7005968,14.3890085,30.65682,26.40999,45.03437,-92.98175,1010.5045
1958.298,160.32616,5.90602,1344.75,44.117355,14,0.414099,29.234798,73.4,0,78.8,-11.457981,3.772921,14.7356825,30.65863,26.411293,45.03443,-92.981995,1013.5118
1958.548,166.02449,5.020117,1333.75,43.495983,9,0.394254,29.234798,73.4,0,78.8,-11.893094,3.5921102,14.145206,30.662182,26.413864,45.03443,-92.981995,1013.5118
1958.798,167.14627,5.020117,1323,43.495983,9,0.391608,29.234798,73.4,0,78.8,-11.893094,3.5680022,14.164437,30.665848,26.416515,45.03443,-92.981995,1013.5118
1959.048,162.02162,5.020117,1312.5,42.87461,9,0.398223,29.234798,73.4,0,78.8,-11.893094,3.6282725,14.518931,30.669508,26.419155,45.03443,-92.981995,1013.5118
1959.298,163.65271,5.315418,1311.75,42.87461,9,0.394254,29.234798,73.4,0,78.8,-11.748056,3.5921102,14.382442,30.670874,26.420143,45.034492,-92.98222,1015.8822
1959.549,159.67348,5.315418,1306,42.253242,9,0.398223,29.234798,73.4,0,78.8,-11.748056,3.6282725,14.591192,30.67271,26.421463,45.034492,-92.98222,1015.8822
1959.799,161.62091,5.315418,1296,41.63187,9.5,0.387639,29.234798,73.4,0,78.8,-11.748056,3.5318398,14.312981,30.676764,26.424383,45.034492,-92.98222,1015.8822
1960.048,159.98286,5.315418,1284.75,41.63187,8.5,0.391608,29.234798,73.4,0,78.8,-11.748056,3.5680022,14.586145,30.680527,26.427092,45.034492,-92.98222,1015.8822
1960.299,159.20866,5.020117,1283.25,41.010498,8.5,0.387639,29.234798,73.4,0,78.8,-11.893094,3.5318398,14.455191,30.682194,26.42829,45.034546,-92.98245,1018.11584
1960.548,158.41844,5.020117,1282.25,40.389126,8.5,0.38367,29.234798,73.4,0,78.8,-11.893094,3.4956777,14.318343,30.685646,26.43077,45.034546,-92.98245,1018.11584
1960.798,161.7653,5.020117,1277.75,40.389126,8.5,0.375732,29.234798,73.4,0,78.8,-11.893094,3.4233534,14.071485,30.689041,26.433216,45.034546,-92.98245,1018.11584
1961.049,159.27661,5.020117,1279.5,39.767757,8.5,0.375732,29.234798,73.4,0,78.8,-11.893094,3.4233534,14.052238,30.692268,26.435532,45.034546,-92.98245,1018.11584
1961.298,157.6117,5.020117,1276,39.767757,8.5,0.379701,29.234798,73.4,0,78.8,-11.893094,3.4595156,14.23963,30.693686,26.436546,45.0346,-92.982666,1020.2828
1961.548,153.54402,5.020117,1274.75,39.146385,8.5,0.38367,29.234798,73.4,0,78.8,-11.893094,3.4956777,14.402585,30.69697,26.43889,45.0346,-92.982666,1020.2828
1961.798,155.14902,5.020117,1279.5,39.146385,8.5,0.379701,29.234798,73.4,0,78.8,-11.893094,3.4595156,14.200678,30.700039,26.441086,45.0346,-92.982666,1020.2828
1962.049,151.10681,5.020117,1276,38.525013,8.5,0.38367,29.234798,73.4,0,78.8,-11.893094,3.4956777,14.388475,30.701603,26.442198,45.0346,-92.982666,1020.2828
1962.297,150.22365,5.020117,1279.5,37.903645,8.5,0.379701,29.234798,73.4,0,78.8,-11.893094,3.4595156,14.200678,30.704792,26.444466,45.034657,-92.98288,1021.86597
1962.551,144.73514,5.020117,1279,37.282272,8.5,0.387639,29.234798,73.4,0,78.8,-11.893094,3.5318398,14.503223,30.707865,26.446634,45.034657,-92.98288,1021.86597
1962.799,147.76097,5.020117,1280.25,37.282272,8.5,0.379701,29.234798,73.4,0,78.8,-11.893094,3.4595156,14.192359,30.70949,26.447783,45.034657,-92.98288,1021.86597
1963.048,145.29828,5.315418,1281,36.6609,8.5,0.379701,29.234798,73.4,0,78.8,-11.748056,3.4595156,14.18405,30.712532,26.449932,45.034657,-92.98288,1021.86597
1963.299,139.93492,5.020117,1279.5,36.6609,8.5,0.394254,29.234798,73.4,0,80.6,-11.893094,3.5921102,14.744955,30.715586,26.452074,45.03471,-92.98308,1023.5184
1963.548,121.64337,5.315418,1275.75,36.039528,8.5,0.445851,29.234798,73.4,0,80.6,-11.748056,4.0622187,16.723679,30.717052,26.453062,45.03471,-92.98308,1023.5184
1963.799,118.1378,5.90602,1278,36.039528,8.5,0.459081,29.234798,73.4,0,80.6,-11.457981,4.1827593,17.189613,30.720087,26.455095,45.03471,-92.98308,1023.5184
1964.048,117.798325,5.90602,1276.25,35.41816,8.5,0.452466,29.234798,73.4,0,80.6,-11.457981,4.122489,16.965155,30.723082,26.45709,45.03471,-92.98308,1023.5184
1964.299,115.73169,6.201321,1275.75,34.796787,8.5,0.452466,29.234798,73.4,0,80.6,-11.312943,4.122489,16.971804,30.724499,26.458033,45.03476,-92.98327,1025.4143
1964.548,114.06409,5.90602,1276.25,34.796787,8.5,0.459081,29.234798,73.4,0,80.6,-11.457981,4.1827593,17.213182,30.727365,26.459929,45.03476,-92.98327,1025.4143
1964.798,110.43593,6.201321,1284,34.175415,8.5,0.465696,29.234798,73.4,0,80.6,-11.312943,4.2430296,17.35582,30.730215,26.46179,45.03476,-92.98327,1025.4143
1965.049,108.428,6.201321,1286.5,33.554043,8.5,0.465696,29.234798,73.4,0,80.6,-11.312943,4.2430296,17.322092,30.731667,26.462736,45.03476,-92.98327,1025.4143
1965.298,104.9296,5.90602,1280.25,32.932674,8.5,0.472311,29.234798,73.4,0,80.6,-11.457981,4.3033,17.65391,30.734358,26.464474,45.034805,-92.98345,1027.1593
1965.548,106.42008,5.90602,1276.25,32.932674,8.5,0.465696,29.234798,73.4,0,80.6,-11.457981,4.2430296,17.461212,30.735985,26.465527,45.034805,-92.98345,1027.1593
1965.799,102.9498,5.90602,1275.75,32.311302,8.5,0.472311,29.234798,73.4,0,80.6,-11.457981,4.3033,17.71618,30.738705,26.467266,45.034805,-92.98345,1027.1593
1966.048,102.40423,5.90602,1271.25,31.68993,8.5,0.465696,29.234798,73.4,0,80.6,-11.457981,4.2430296,17.529888,30.74137,26.468964,45.034805,-92.98345,1027.1593
1966.298,98.99019,6.201321,1271.5,31.06856,8.5,0.472311,29.234798,73.4,0,80.6,-11.312943,4.3033,17.775398,30.743902,26.470562,45.03485,-92.98363,1029.4824
1966.548,97.01038,5.90602,1265.5,30.44719,8.5,0.472311,29.234798,73.4,0,80.6,-11.457981,4.3033,17.859674,30.745163,26.471352,45.03485,-92.98363,1029.4824
1966.799,93.05078,6.201321,1260.5,29.204447,8.5,0.472311,29.234798,73.4,0,80.6,-11.312943,4.3033,17.930517,30.747612,26.47287,45.03485,-92.98363,1029.4824
1967.049,93.695496,6.201321,1255,28.583075,8.5,0.459081,29.234798,73.4,0,80.6,-11.312943,4.1827593,17.50464,30.750034,26.474365,45.03485,-92.98363,1029.4824
1967.299,89.09117,6.496622,1255.25,27.961704,8.5,0.472311,29.234798,73.4,0,80.6,-11.167906,4.3033,18.00551,30.751284,26.47512,45.034893,-92.98379,1030.5544
1967.549,88.34875,6.201321,1254.5,27.340332,8.5,0.465696,29.234798,73.4,0,80.6,-11.312943,4.2430296,17.763947,30.753307,26.476347,45.034893,-92.98379,1030.5544
1967.799,87.58492,6.201321,1251.75,26.718962,8.5,0.459081,29.234798,73.4,0,80.6,-11.312943,4.1827593,17.550089,30.755568,26.4777,45.034893,-92.98379,1030.5544
1968.049,83.15176,6.201321,1250.75,26.09759,8.5,0.472311,29.234798,73.4,0,80.6,-11.312943,4.3033,18.070292,30.756653,26.478338,45.034893,-92.98379,1030.5544
1968.299,81.17196,6.201321,1242.5,25.47622,8.5,0.472311,29.234798,73.4,0,80.6,-11.312943,4.3033,18.190275,30.758837,26.479614,45.03493,-92.98393,1031.3678
1968.548,80.31704,5.90602,1233,24.854847,8.5,0.465696,29.234798,73.4,0,80.6,-11.457981,4.2430296,18.0737,30.760868,26.480787,45.03493,-92.98393,1031.3678
1968.797,79.437485,6.201321,1231.25,24.233477,8.5,0.459081,29.234798,73.4,0,80.6,-11.312943,4.1827593,17.842295,30.762749,26.48186,45.03493,-92.98393,1031.3678
1969.049,76.301186,6.201321,1225.25,23.612104,8.5,0.465696,29.234798,73.4,0,80.6,-11.312943,4.2430296,18.18802,30.763712,26.4824,45.03493,-92.98393,1031.3678
1969.299,64.4163,6.496622,1220,22.369364,8.5,0.522585,29.234798,73.4,0,80.6,-11.167906,4.7613544,20.49768,30.765755,26.483482,45.034966,-92.98406,1032.145
1969.548,55.094986,6.791923,1204,21.747992,8.5,0.594027,29.234798,73.4,0,80.6,-11.022868,5.4122734,23.60953,30.76664,26.48388,45.034966,-92.98406,1032.145
1969.798,51.3746,7.087224,1322.25,20.505249,9,0.600642,29.234798,73.4,0,80.6,-10.8778305,5.4725437,21.737507,30.768406,26.48463,45.034966,-92.98406,1032.145
1970.049,48.798416,6.791923,1438.25,19.262506,9.5,0.594027,29.234798,73.4,0,80.6,-11.022868,5.4122734,19.764208,30.769999,26.485273,45.034966,-92.98406,1032.145
1970.299,52.669445,6.496622,1424,19.262506,9.5,0.550368,29.234798,73.4,0,80.6,-11.167906,5.0144897,18.49485,30.770844,26.485636,45.034996,-92.98418,1032.2322
1970.548,55.247734,5.90602,1381.25,18.019764,9,0.490833,29.234798,73.4,0,80.6,-11.457981,4.472057,17.004704,30.772224,26.486265,45.034996,-92.98418,1032.2322
1970.799,51.998173,5.90602,1480.75,16.777021,9.5,0.485541,29.234798,73.4,0,80.6,-11.457981,4.4238405,15.691042,30.773624,26.486864,45.034996,-92.98418,1032.2322
1971.049,50.76392,5.610719,1498.5,16.155651,10.5,0.478926,29.234798,73.4,0,80.6,-11.603019,4.36357,15.293937,30.774323,26.487152,45.034996,-92.98418,1032.2322
1971.299,48.811462,5.610719,1427.25,15.53428,9.5,0.478926,29.234798,73.4,0,80.6,-11.603019,4.36357,16.057428,30.775747,26.487709,45.03502,-92.98427,1032.769
1971.549,45.53549,5.90602,1338,14.291537,9,0.472311,29.234798,73.4,0,80.6,-11.457981,4.3033,16.891941,30.77694,26.488153,45.03502,-92.98427,1032.769
1971.799,42.36888,5.90602,1294.5,13.670166,9.5,0.485541,29.234798,73.4,0,80.6,-11.457981,4.4238405,17.948637,30.777494,26.488333,45.03502,-92.98427,1032.769
1972.049,41.57588,5.90602,1210.5,13.048795,8.5,0.472311,29.234798,73.4,0,80.6,-11.457981,4.3033,18.671143,30.77863,26.488693,45.03502,-92.98427,1032.769
1972.298,34.34529,6.791923,963,11.806052,6.5,0.517293,29.234798,73.4,0,80.6,-11.022868,4.713138,25.705019,30.779623,26.488937,45.035038,-92.984344,1032.7607
1972.549,32.281273,7.087224,958.75,11.806052,6.5,0.550368,29.234798,73.4,0,80.6,-10.8778305,5.0144897,27.469795,30.780138,26.489017,45.035038,-92.984344,1032.7607
1972.799,32.73959,7.087224,1079,10.563311,4,0.485541,29.234798,73.4,0,80.6,-10.8778305,4.4238405,21.533375,30.781038,26.489183,45.035038,-92.984344,1032.7607
1973.048,33.191795,6.791923,1112.25,10.563311,-0.5,0.478926,29.234798,73.4,0,80.6,-11.022868,4.36357,20.605047,30.781544,26.489271,45.035038,-92.984344,1032.7607
1973.299,29.286877,6.496622,1164.25,9.320568,7,0.478926,29.234798,73.4,0,80.6,-11.167906,4.36357,19.684746,30.782354,26.48936,45.035057,-92.984406,1033.159
1973.549,27.717253,5.90602,1126,8.699197,7.5,0.472311,29.234798,73.4,0,80.6,-11.457981,4.3033,20.072308,30.78308,26.48939,45.035057,-92.984406,1033.159
1973.798,22.86113,6.496622,1050.5,7.4564543,7,0.490833,29.234798,73.4,0,80.6,-11.167906,4.472057,22.358637,30.783663,26.489336,45.035057,-92.984406,1033.159
1974.048,21.777842,6.496622,1011.5,6.835083,6,0.472311,29.234798,73.4,0,80.6,-11.167906,4.3033,22.344456,30.783962,26.48928,45.035057,-92.984406,1033.159
1974.298,15.979206,7.087224,973.25,5.592341,5.5,0.472311,29.234798,73.4,0,80.6,-10.8778305,4.7985616,25.895287,30.784443,26.489082,45.03507,-92.98444,1032.6023
1974.548,12.25661,7.382525,926.75,4.3495984,5.5,0.478926,29.234798,73.4,0,80.6,-10.732793,4.8657684,27.575468,30.784832,26.488743,45.03507,-92.98444,1032.6023
1974.798,10.505666,7.677826,872,3.7282271,5.5,0.478926,29.234798,73.4,0,80.6,-10.587755,4.8657684,29.30684,30.785175,26.488354,45.03507,-92.98444,1032.6023
1975.049,10.652804,7.973127,819.25,3.7282271,5,0.472311,29.234798,73.4,0,80.6,-10.442718,4.7985616,30.763,30.785303,26.48819,45.03507,-92.98444,1032.6023
1975.299,8.023314,8.85903,760.25,3.1068559,6,0.522585,29.234798,73.4,0,80.6,-10.007604,5.309333,36.67901,30.785538,26.487734,45.035076,-92.984474,1032.6675
1975.548,6.833874,9.449632,754,2.4854848,10.5,0.490833,29.234798,73.4,0,80.6,-9.717528,4.9867406,34.735973,30.785746,26.487198,45.035076,-92.984474,1032.6675
1975.798,5.125406,9.744933,750.75,1.8641136,10.5,0.490833,29.234798,73.4,0,80.6,-9.572491,4.9867406,34.88635,30.785822,26.486927,45.035076,-92.984474,1032.6675
1976.048,5.1812687,10.040234,759.25,1.8641136,10.5,0.485541,29.234798,73.4,0,80.6,-9.427453,4.9329753,34.123863,30.785978,26.486368,45.035076,-92.984474,1032.6675
1976.299,3.5018888,9.744933,766,1.2427424,10.5,0.478926,29.234798,73.4,0,80.6,-9.572491,4.8657684,33.36236,30.786108,26.485811,45.035076,-92.98448,1032.4034
1976.548,3.5018888,9.744933,763.5,1.2427424,10.5,0.478926,29.234798,73.4,0,80.6,-9.572491,4.8657684,33.4716,30.786161,26.485504,45.035076,-92.98448,1032.4034
1976.799,3.3714993,10.040234,752.25,1.2427424,11,0.497448,29.234798,73.4,0,80.6,-9.427453,5.053947,35.28601,30.786255,26.484959,45.035076,-92.98448,1032.4034
1977.049,3.2841547,10.335535,755.5,1.2427424,11,0.510678,29.234798,73.4,0,80.6,-9.282415,5.1883607,36.068638,30.78636,26.484322,45.035076,-92.98448,1032.4034
1977.298,1.7084686,10.335535,766.75,0.6213712,10.5,0.490833,29.234798,73.4,0,80.6,-9.282415,4.9867406,34.158363,30.786385,26.484009,45.035076,-92.98449,1032.0411
1977.548,1.7754674,10.335535,773.75,0.6213712,11,0.472311,29.234798,73.4,0,80.6,-9.282415,4.7985616,32.572002,30.786438,26.483372,45.035076,-92.98449,1032.0411
1977.799,1.7084686,10.630836,764,0.6213712,11,0.490833,29.234798,73.4,0,80.6,-9.137378,4.9867406,34.281315,30.78649,26.482733,45.035076,-92.98449,1032.0411
1978.049,1.6857497,10.926137,762.75,0.6213712,11,0.497448,29.234798,73.4,0,80.6,-8.99234,5.053947,34.800266,30.786514,26.48241,45.035076,-92.98449,1032.0411
