Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
1909.047,10.312674,28.939499,1584.75,28.583075,7,3.736152,29.234798,73.4,10.980392,80.6,-0.14503774,38.00234,125.945786,30.1012,26.532158,45.033012,-92.97056,977.74225
1909.297,11.8087015,30.120703,1669.5,29.204447,5.5,3.415986,29.234798,73.4,14.90196,80.6,0.43511322,33.90935,106.6761,30.103594,26.529512,45.033028,-92.970726,978.07025
1909.548,9.993916,31.006605,1760,29.204447,3,4.133052,29.234798,73.4,14.509804,80.6,0.87022644,40.066917,119.5659,30.10599,26.52629,45.033028,-92.970726,978.07025
1909.797,9.421747,32.18781,1840.5,29.825817,2,4.529952,29.234798,73.4,14.509804,80.6,1.4503773,43.40438,123.860214,30.107292,26.524206,45.033028,-92.970726,978.07025
1910.048,8.533669,33.664314,1887.5,30.44719,1.5,5.224527,29.234798,73.4,14.509804,80.6,2.175566,48.919727,136.1229,30.109808,26.519539,45.033028,-92.970726,978.07025
1910.296,8.694668,34.254917,1926.75,30.44719,2.5,5.157054,29.234798,73.4,12.156863,80.6,2.4656415,48.01388,130.88068,30.111076,26.517248,45.033043,-92.970894,978.5986
1910.548,8.420696,34.550217,1938,31.06856,2,5.518233,29.234798,73.4,11.372549,78.8,2.6106794,50.587795,137.0964,30.113659,26.512573,45.033043,-92.970894,978.5986
1910.798,23.899385,26.87239,1813.75,31.68993,4,1.983177,29.234798,73.4,0.78431374,78.8,-1.1603019,18.180557,52.645817,30.116488,26.509745,45.033043,-92.970894,978.5986
1911.047,28.699823,20.375769,1767.25,31.68993,6.5,1.652427,29.234798,73.4,0,78.8,-4.351132,15.139611,44.993607,30.117775,26.50983,45.033043,-92.970894,978.5986
1911.297,34.458973,14.174448,1645.5,32.311302,20.5,1.40238,29.234798,73.4,7.45098,78.8,-7.3969245,12.85656,41.035618,30.120464,26.510515,45.03306,-92.97107,979.39355
1911.547,19.347263,18.013361,1582.75,32.311302,22.5,2.497824,29.234798,73.4,9.019608,78.8,-5.511434,22.898527,75.98525,30.123192,26.509912,45.03306,-92.97107,979.39355
1911.798,13.875566,23.91938,1544.5,32.311302,19,3.483459,29.234798,73.4,10.196078,78.8,-2.6106794,31.928347,108.57319,30.124506,26.508862,45.03306,-92.97107,979.39355
1912.047,14.247659,30.416002,1559.5,32.311302,2,3.392172,29.234798,73.4,14.117647,78.8,0.58015096,31.094501,104.72064,30.127247,26.506727,45.03306,-92.97107,979.39355
1912.298,12.146848,31.301907,1651.75,32.932674,0,4.054995,29.234798,73.4,0,78.8,1.0152642,37.17372,118.20227,30.129961,26.50389,45.033073,-92.97126,979.78784
1912.548,25.240738,24.805285,1702.5,32.932674,1.5,1.951425,29.234798,73.4,3.9215686,78.8,-2.175566,17.889475,55.187984,30.131319,26.50383,45.033073,-92.97126,979.78784
1912.797,15.016976,22.442877,1742.75,32.932674,16,3.324699,29.234798,73.4,7.45098,78.8,-3.335868,30.068872,90.61835,30.134302,26.502691,45.033073,-92.97126,979.78784
1913.048,12.771623,27.167692,1753,32.932674,11.5,3.908142,29.234798,73.4,7.8431373,78.8,-1.0152642,35.35522,105.926765,30.13563,26.501438,45.033073,-92.97126,979.78784
1913.297,13.940835,29.234798,1705,33.554043,6,3.617082,29.234798,73.4,4.3137255,78.8,0,33.001125,101.657265,30.138437,26.499138,45.03309,-92.97144,979.71075
1913.548,31.815454,19.489866,1588.5,33.554043,10,1.578339,29.234798,73.4,0,80.6,-4.7862453,14.46037,47.810825,30.14146,26.499416,45.03309,-92.97144,979.71075
1913.797,43.66688,16.241554,1529.25,33.554043,10.5,1.149687,29.234798,73.4,0,80.6,-6.3816605,10.535748,36.184364,30.142832,26.49989,45.03309,-92.97144,979.71075
1914.048,51.79103,10.926137,1418.5,33.554043,16.5,0.969759,29.234798,73.4,1.5686275,80.6,-8.99234,8.883068,32.89029,30.145636,26.501123,45.03309,-92.97144,979.71075
1914.297,47.605324,11.516739,1377.75,33.554043,18,1.061046,29.234798,73.4,0,80.6,-8.702264,9.664113,36.84051,30.14728,26.501764,45.033108,-92.97164,980.2433
1914.548,75.56776,9.154331,1318.25,33.554043,14,0.665469,29.234798,73.4,0,80.6,-9.862566,6.088089,24.255894,30.15005,26.503325,45.033108,-92.97164,980.2433
1914.798,83.50848,7.677826,1302.5,32.932674,14,0.594027,29.234798,73.4,0.39215687,80.6,-10.587755,5.407158,21.80346,30.15283,26.504976,45.033108,-92.97164,980.2433
1915.047,87.62897,7.382525,1288,32.932674,14,0.564921,29.234798,73.4,0.39215687,80.6,-10.732793,5.1529026,21.012133,30.154272,26.50586,45.033108,-92.97164,980.2433
1915.298,95.80529,6.791923,1291,32.932674,13.5,0.517293,29.234798,73.4,3.137255,80.6,-11.022868,4.713138,19.174232,30.156973,26.507555,45.033123,-92.971825,980.76544
1915.548,69.11414,7.087224,1282.75,32.932674,15.5,0.717066,29.234798,73.4,7.0588236,80.6,-10.8778305,6.5333014,26.750057,30.15831,26.50828,45.033123,-92.971825,980.76544
1915.797,17.01974,18.603964,1327,32.311302,14.5,2.853711,29.234798,73.4,12.54902,80.6,-5.221359,26.030003,103.02375,30.161503,26.507885,45.033123,-92.971825,980.76544
1916.048,20.634184,28.053595,1382.75,32.311302,-2,2.353617,29.234798,73.4,15.686275,80.6,-0.58015096,21.470385,81.55117,30.164173,26.506601,45.033123,-92.971825,980.76544
1916.297,17.549374,28.644197,1491,32.311302,3.5,2.758455,29.234798,73.4,15.686275,80.6,-0.29007548,25.244425,88.9246,30.165571,26.505974,45.033142,-92.972015,981.06006
1916.547,11.343773,29.234798,1808.75,32.932674,8.5,4.344732,29.234798,73.4,16.862745,80.6,0,39.80541,115.58398,30.168291,26.503271,45.033142,-92.972015,981.06006
1916.797,9.813011,31.006605,1917.25,32.932674,5.5,5.020785,29.234798,73.4,18.431372,80.6,0.87022644,46.014782,126.05286,30.170958,26.499481,45.033142,-92.972015,981.06006
1917.048,10.75181,31.597206,1955.75,32.932674,3.5,4.581549,29.234798,73.4,18.039215,80.6,1.1603019,41.99698,112.78174,30.172377,26.497656,45.033142,-92.972015,981.06006
1917.296,9.19103,33.664314,2011.5,33.554043,2,5.460021,29.234798,73.4,14.509804,80.6,2.175566,50.055683,130.69754,30.175371,26.492458,45.033157,-92.9722,981.42395
1917.547,8.422457,35.43612,2050.25,34.175415,1.5,6.068601,29.234798,73.4,11.764706,80.6,3.0457926,55.634945,142.5197,30.17826,26.487232,45.033157,-92.9722,981.42395
1917.797,11.689819,33.07371,2034.25,34.796787,1.5,4.451895,29.234798,73.4,9.411765,80.6,1.8854905,40.813515,105.37406,30.179686,26.485651,45.033157,-92.9722,981.42395
1918.048,10.478586,34.550217,1886.75,35.41816,2.5,5.055183,29.234798,73.4,9.019608,80.6,2.6106794,46.34426,129.0077,30.183083,26.481194,45.033157,-92.9722,981.42395
1918.298,12.262994,33.369015,1824.5,35.41816,2.5,4.319595,29.234798,73.4,7.8431373,80.6,2.0305283,39.60063,113.996704,30.184668,26.479582,45.033176,-92.9724,981.941
1918.547,13.9667845,31.301907,1725.25,36.039528,4,3.859191,29.234798,73.4,6.6666665,80.6,1.0152642,35.3798,107.705376,30.18752,26.476957,45.033176,-92.9724,981.941
1918.797,27.851068,25.100586,1577.75,36.039528,8,1.935549,29.234798,73.4,0,80.6,-2.0305283,17.7423,59.061676,30.190584,26.476042,45.033176,-92.9724,981.941
1919.048,36.092487,20.67107,1504.25,36.6609,8.5,1.520127,29.234798,73.4,6.27451,80.6,-4.2060943,13.927045,48.626503,30.192305,26.476442,45.033176,-92.9724,981.941
1919.298,34.22888,19.785168,1395.5,36.6609,12.5,1.602153,29.234798,73.4,0,80.6,-4.6412077,14.6853075,55.269722,30.195366,26.476889,45.033195,-92.9726,982.1889
1919.548,46.056866,17.127459,1367.25,36.6609,11.5,1.1907,29.234798,73.4,9.411765,80.6,-5.946547,10.913937,41.92447,30.196955,26.477482,45.033195,-92.9726,982.1889
1919.798,25.994581,18.308662,1336.5,36.6609,17.5,2.110185,29.234798,73.4,11.372549,80.6,-5.3663964,19.337172,75.99028,30.199938,26.47788,45.033195,-92.9726,982.1889
1920.048,15.135727,28.644197,1357,36.6609,-1.5,3.640896,29.234798,73.4,11.764706,80.6,-0.29007548,33.210278,128.53658,30.20301,26.47578,45.033195,-92.9726,982.1889
1920.297,18.9259,29.825401,1396.25,36.6609,-4,2.9106,29.234798,73.4,14.90196,80.6,0.29007548,26.559462,99.90567,30.204502,26.47526,45.033215,-92.97281,983.41095
1920.547,18.03491,29.825401,1558,36.6609,2,3.074652,29.234798,73.4,0,80.6,0.29007548,27.871593,93.95684,30.207827,26.473597,45.033215,-92.97281,983.41095
1920.798,36.88521,17.127459,1683.75,36.6609,13,1.497636,29.234798,73.4,8.235294,80.6,-5.946547,13.62773,42.50891,30.210894,26.474266,45.033215,-92.97281,983.41095
1921.048,23.459639,17.127459,1705.5,36.6609,18,2.369493,29.234798,73.4,7.8431373,80.6,-5.946547,21.426659,65.98372,30.212503,26.474085,45.033215,-92.97281,983.41095
1921.297,15.447735,27.462994,1700.75,36.6609,8,3.595914,29.234798,73.4,7.8431373,80.6,-0.87022644,32.53951,100.48577,30.215477,26.471815,45.033234,-92.97302,984.46014
1921.548,30.132864,22.442877,1610.5,36.6609,13,1.841616,29.234798,73.4,0,80.6,-3.335868,16.68151,54.40123,30.218794,26.471783,45.033234,-92.97302,984.46014
1921.798,37.516098,18.603964,1558.75,37.282272,12.5,1.497636,29.234798,73.4,0,80.6,-5.221359,13.625654,45.91081,30.220678,26.47227,45.033234,-92.97302,984.46014
1922.047,56.825718,13.583846,1485,37.282272,16.5,0.988281,29.234798,73.4,0,80.6,-7.6870003,8.995599,31.815424,30.223478,26.473495,45.033234,-92.97302,984.46014
1922.297,77.0417,10.630836,1431.5,36.6609,15.5,0.717066,29.234798,73.4,0,80.6,-9.137378,6.5245404,23.938263,30.224957,26.474346,45.033253,-92.97323,985.12286
1922.547,74.06857,9.154331,1347.5,36.6609,14,0.744849,29.234798,73.4,0.78431374,80.6,-9.862566,6.7864366,26.451303,30.228281,26.476223,45.033253,-92.97323,985.12286
1922.798,88.53632,8.268428,1329,36.6609,14,0.623133,29.234798,73.4,3.137255,80.6,-10.297679,5.677463,22.436928,30.231361,26.47807,45.033253,-92.97323,985.12286
1923.047,55.39705,8.85903,1315,36.039528,18.5,0.97902,29.234798,73.4,4.7058825,80.6,-10.007604,8.920006,35.626522,30.234322,26.479578,45.033253,-92.97323,985.12286
1923.297,53.868355,9.744933,1306.5,36.039528,19.5,1.006803,29.234798,73.4,6.27451,80.6,-9.572491,9.173141,36.875908,30.235628,26.48016,45.03327,-92.97344,985.5619
1923.548,28.970896,16.536856,1312,36.039528,14,1.872045,29.234798,73.4,7.45098,80.6,-6.236623,17.056498,68.27946,30.238651,26.480644,45.03327,-92.97344,985.5619
1923.798,23.86136,21.261671,1330.5,36.039528,10.5,2.272914,29.234798,73.4,8.627451,80.6,-3.916019,20.708878,81.74774,30.24011,26.480505,45.03327,-92.97344,985.5619
1924.047,16.530573,28.348896,1417.25,36.039528,-0.5,2.948967,29.234798,73.4,9.019608,80.6,-0.43511322,29.892612,110.77747,30.24338,26.479155,45.03327,-92.97344,985.5619
1924.298,18.818785,28.053595,1504.25,36.039528,6,2.577204,29.234798,73.4,1.9607843,82.4,-0.58015096,26.257912,91.679924,30.246399,26.477995,45.033287,-92.97365,986.0577
1924.548,29.670193,22.738176,1507.25,36.039528,10.5,1.652427,29.234798,73.4,0,82.4,-3.1908302,16.654491,58.033688,30.247875,26.478134,45.033287,-92.97365,986.0577
1924.798,38.496513,16.832157,1509.25,36.039528,14.5,1.304478,29.234798,73.4,0,82.4,-6.091585,12.8360195,44.668694,30.250923,26.478832,45.033287,-92.97365,986.0577
1925.047,63.73998,12.107341,1498,36.039528,18.5,0.792477,29.234798,73.4,0,82.4,-8.412189,7.7524657,27.180792,30.252598,26.479689,45.033287,-92.97365,986.0577
1925.297,77.541824,8.85903,1449.25,36.039528,15.5,0.672084,29.234798,73.4,1.1764706,82.4,-10.007604,6.3725867,23.09439,30.255667,26.481447,45.033306,-92.97385,986.83057
1925.548,59.236458,8.268428,1375,36.039528,17,0.895671,29.234798,73.4,6.6666665,82.4,-10.297679,8.341856,31.86354,30.258705,26.483091,45.033306,-92.97385,986.83057
1925.798,36.97968,10.335535,1352.25,35.41816,19,1.426194,29.234798,73.4,7.0588236,82.4,-9.282415,13.13214,51.00498,30.26014,26.483446,45.033306,-92.97385,986.83057
1926.050,22.845291,18.899263,1359.5,35.41816,20,2.320542,29.234798,73.4,9.803922,82.4,-5.0763206,21.256996,82.12148,30.2631,26.483328,45.033306,-92.97385,986.83057
1926.298,16.360691,28.348896,1426.5,35.41816,4.5,3.238704,29.234798,73.4,9.803922,82.4,-0.43511322,29.682262,109.28468,30.266054,26.481934,45.033325,-92.97405,987.7344
1926.548,16.167488,28.939499,1499.25,36.039528,-2,3.34719,29.234798,73.4,10.588235,82.4,-0.14503774,30.563932,107.07036,30.268957,26.480337,45.033325,-92.97405,987.7344
1926.798,15.851574,29.5301,1552.25,36.039528,-1,3.415986,29.234798,73.4,10.980392,82.4,0.14503774,31.173056,105.47554,30.270544,26.479406,45.033325,-92.97405,987.7344
1927.047,15.259047,30.711304,1640,36.039528,-1.5,3.549609,29.234798,73.4,10.980392,82.4,0.7251887,32.38354,103.70855,30.273249,26.477877,45.033325,-92.97405,987.7344
1927.297,15.158339,31.006605,1676.25,36.039528,-1.5,3.5721,29.234798,73.4,13.725491,80.6,0.87022644,32.59869,102.13991,30.27624,26.476,45.033344,-92.97425,987.70355
1927.548,14.14926,31.597206,1703.5,36.039528,1,3.81024,29.234798,73.4,13.725491,80.6,1.1603019,34.923523,107.67379,30.278034,26.474632,45.033344,-92.97425,987.70355
1927.799,11.83763,33.07371,1797.25,36.6609,1,4.631823,29.234798,73.4,13.333333,80.6,1.8854905,42.463036,124.08995,30.281033,26.471407,45.033344,-92.97425,987.70355
1928.048,10.10079,33.664314,1818.5,36.6609,2,5.428269,29.234798,73.4,13.725491,80.6,2.175566,49.76459,143.72794,30.282635,26.469137,45.033344,-92.97425,987.70355
1928.297,10.855796,34.845516,1862.25,37.282272,1,5.190129,29.234798,73.4,13.725491,80.6,2.755717,47.088337,132.80347,30.285677,26.465376,45.033363,-92.974464,987.96844
1928.547,11.100422,35.43612,1888,37.903645,0,5.157054,29.234798,73.4,0,80.6,3.0457926,46.818134,130.24054,30.288527,26.461782,45.033363,-92.974464,987.96844
1928.798,30.507515,20.67107,1864,37.903645,7,1.872045,29.234798,73.4,7.45098,80.6,-4.2060943,17.035181,47.999306,30.291721,26.46192,45.033363,-92.974464,987.96844
1929.047,26.220263,18.899263,1809.25,37.903645,18.5,2.190888,29.234798,73.4,9.803922,80.6,-5.0763206,19.82059,57.53764,30.293371,26.461906,45.033363,-92.974464,987.96844
1929.297,13.980327,32.18781,1723.5,37.903645,2,4.107915,29.234798,73.4,12.156863,80.6,1.4503773,37.173744,113.281525,30.29648,26.458878,45.033382,-92.97468,988.5532
1929.548,15.7934065,32.18781,1735.75,38.525013,2,3.687201,29.234798,73.4,13.333333,80.6,1.4503773,33.44565,101.2014,30.29835,26.457777,45.033382,-92.97468,988.5532
1929.798,12.293914,33.369015,1779.75,38.525013,1.5,4.73634,29.234798,73.4,16.078432,80.6,2.0305283,42.966034,126.79448,30.301596,26.454737,45.033382,-92.97468,988.5532
1930.047,12.429708,33.664314,1854.25,39.146385,1,4.760154,29.234798,73.4,14.117647,80.6,2.175566,43.182064,122.312035,30.304735,26.451477,45.033382,-92.97468,988.5532
1930.298,10.104386,35.43612,1922.5,39.146385,1.5,5.813262,29.234798,73.4,14.117647,80.6,3.0457926,53.11955,145.11827,30.308054,26.447214,45.0334,-92.9749,989.158
1930.547,10.370985,36.617325,1947.25,39.767757,0.5,5.753727,29.234798,73.4,0,80.6,3.6259434,52.57554,141.80649,30.309654,26.44505,45.0334,-92.9749,989.158
1930.797,31.258204,20.67107,1906.5,39.767757,15.5,1.903797,29.234798,73.4,8.627451,80.6,-4.2060943,17.443745,48.054825,30.31302,26.445158,45.0334,-92.9749,989.158
1931.048,12.807262,25.395885,1817.25,39.767757,16,4.684743,29.234798,73.4,8.627451,80.6,-1.8854905,42.57429,123.045815,30.316109,26.443516,45.0334,-92.9749,989.158
1931.298,16.803198,29.825401,1759.5,40.389126,5,3.617082,29.234798,73.4,0,80.6,0.29007548,32.95681,98.37618,30.317743,26.442698,45.03342,-92.97513,989.9778
1931.547,36.57933,20.080467,1653.25,40.389126,8,1.652427,29.234798,73.4,0,80.6,-4.49617,15.139147,48.09467,30.320793,26.443293,45.03342,-92.97513,989.9778
1931.798,68.872314,12.697943,1534,40.389126,15,0.877149,29.234798,73.4,0,80.6,-8.122113,8.040673,27.529678,30.324224,26.444876,45.03342,-92.97513,989.9778
1932.048,69.64784,10.630836,1479.25,40.389126,14.5,0.867888,29.234798,73.4,5.490196,80.6,-9.137378,7.9511414,28.23072,30.325878,26.44577,45.03342,-92.97513,989.9778
1932.298,35.736103,13.583846,1400.75,39.767757,19,1.66698,29.234798,73.4,8.627451,80.6,-7.6870003,15.257962,57.209743,30.32947,26.446966,45.03344,-92.97536,991.03314
1932.547,20.307692,21.852274,1427.5,39.767757,16.5,2.929122,29.234798,73.4,10.196078,80.6,-3.6259434,26.849932,98.78731,30.332748,26.446632,45.03344,-92.97536,991.03314
1932.797,18.701773,28.348896,1440,39.767757,-0.5,3.196368,29.234798,73.4,10.980392,80.6,-0.43511322,29.155533,106.339,30.334469,26.44601,45.03344,-92.97536,991.03314
1933.047,16.726954,29.5301,1567.5,39.767757,-1,3.5721,29.234798,73.4,12.156863,80.6,0.14503774,32.597694,109.22283,30.33784,26.444752,45.03344,-92.97536,991.03314
1933.297,14.70923,30.120703,1673,40.389126,2.5,4.107915,29.234798,73.4,12.54902,80.6,0.43511322,37.648457,118.191246,30.34112,26.442589,45.03346,-92.97558,991.1337
1933.548,13.905344,31.006605,1706,40.389126,1.5,4.344732,29.234798,73.4,15.294118,80.6,0.87022644,39.824963,122.60564,30.342812,26.441261,45.03346,-92.97558,991.1337
1933.798,13.041456,32.77841,1792,40.389126,0.5,4.631823,29.234798,73.4,15.294118,80.6,1.7404529,42.463036,124.45349,30.346088,26.43818,45.03346,-92.97558,991.1337
1934.047,11.171223,34.845516,1916,41.010498,1.5,5.49045,29.234798,73.4,14.509804,80.6,2.755717,50.334644,137.97664,30.349548,26.434217,45.03346,-92.97558,991.1337
1934.298,11.23348,35.43612,1935.5,41.010498,0.5,5.460021,29.234798,73.4,14.509804,80.6,3.0457926,50.055683,135.82956,30.351242,26.432224,45.03348,-92.975815,991.5708
1934.547,10.821569,36.32202,1955.25,41.63187,0,5.753727,29.234798,73.4,10.980392,80.6,3.4809058,52.748283,141.69029,30.354708,26.427872,45.03348,-92.975815,991.5708
1934.801,27.61008,30.120703,1936,42.253242,4,2.28879,29.234798,73.4,0,80.6,0.43511322,20.982876,56.92378,30.358276,26.425934,45.03348,-92.975815,991.5708
1935.048,30.876171,24.214682,1863.25,42.253242,8,2.046681,29.234798,73.4,0,80.6,-2.4656415,18.7633,52.889828,30.359987,26.426147,45.03348,-92.975815,991.5708
1935.298,58.48238,14.76505,1692,42.253242,10,1.080891,29.234798,73.4,0,80.6,-7.106849,9.906212,30.749733,30.363485,26.427528,45.0335,-92.97605,992.3868
1935.548,86.58473,10.630836,1602.5,42.253242,15.5,0.730296,29.234798,73.4,0,80.6,-9.137378,6.691005,21.929432,30.36703,26.42961,45.0335,-92.97605,992.3868
1935.798,93.68756,8.268428,1469.25,42.253242,14.5,0.678699,29.234798,73.4,0,80.6,-10.297679,6.1837335,22.104929,30.37033,26.431658,45.0335,-92.97605,992.3868
1936.048,97.48827,7.677826,1444,42.253242,14.5,0.652239,29.234798,73.4,0,80.6,-10.587755,5.942652,21.6146,30.372046,26.432745,45.0335,-92.97605,992.3868
1936.298,112.21547,7.382525,1380,41.63187,15,0.558306,29.234798,73.4,1.5686275,80.6,-10.732793,5.086814,19.359798,30.375608,26.435125,45.033524,-92.976295,992.73315
1936.548,78.14344,7.382525,1368.5,41.63187,17.5,0.801738,29.234798,73.4,0,80.6,-10.732793,7.304761,28.03466,30.379004,26.437262,45.033524,-92.976295,992.73315
1936.797,110.90147,7.087224,1329.25,41.63187,16.5,0.564921,29.234798,73.4,0,80.6,-10.8778305,5.147084,20.337084,30.38108,26.43864,45.033524,-92.976295,992.73315
1937.048,121.11234,6.496622,1313.5,41.63187,14,0.517293,29.234798,73.4,0,80.6,-11.167906,4.713138,18.845781,30.38446,26.440954,45.033524,-92.976295,992.73315
1937.298,122.43606,6.201321,1313.25,41.010498,14,0.504063,29.234798,73.4,6.27451,80.6,-11.312943,4.5925975,18.367289,30.38626,26.442183,45.033543,-92.97653,993.3867
1937.548,41.208603,10.335535,1331.5,41.010498,18.5,1.497636,29.234798,73.4,8.235294,80.6,-9.282415,13.645197,53.823597,30.389675,26.443659,45.033543,-92.97653,993.3867
1937.798,18.938095,21.556973,1378.25,41.010498,11,2.929122,29.234798,73.4,9.411765,80.6,-3.770981,29.69145,113.14555,30.392994,26.443256,45.033543,-92.97653,993.3867
1938.048,16.913652,25.691187,1380,41.010498,7.5,3.279717,29.234798,73.4,10.980392,80.6,-1.7404529,33.245304,126.52761,30.394781,26.442379,45.033543,-92.97653,993.3867
1938.298,20.829082,28.348896,1504.25,41.010498,0,2.663199,29.234798,73.4,12.54902,80.6,-0.43511322,26.995886,94.25657,30.398188,26.441542,45.03356,-92.97677,993.8231
1938.548,16.115255,29.234798,1674,41.010498,6,3.483459,29.234798,73.4,12.156863,80.6,0,34.892372,109.473526,30.401642,26.439577,45.03356,-92.97677,993.8231
1938.798,14.402402,29.825401,1732,41.63187,5.5,4.004721,29.234798,73.4,9.411765,80.6,0.29007548,39.63361,120.184875,30.403341,26.438341,45.03356,-92.97677,993.8231
1939.048,13.7572775,31.597206,1777,41.63187,2,4.293135,29.234798,73.4,12.156863,80.6,1.1603019,41.49216,122.634514,30.406742,26.4356,45.03356,-92.97677,993.8231
1939.298,13.614226,32.18781,1791,42.253242,1,4.479678,29.234798,73.4,10.196078,80.6,1.4503773,42.553936,124.78954,30.41034,26.432375,45.03358,-92.977005,994.2594
1939.549,13.098781,33.07371,1800,42.253242,1,4.70988,29.234798,73.4,1.9607843,80.6,1.8854905,44.22846,129.05159,30.412325,26.430618,45.03358,-92.977005,994.2594
1939.798,30.36312,21.556973,1734.75,42.87461,15,2.110185,29.234798,73.4,12.941176,80.6,-3.770981,19.36094,58.61701,30.415892,26.431015,45.03358,-92.977005,994.2594
1940.048,10.757467,30.120703,1707.75,42.87461,13.5,5.964084,29.234798,73.4,12.941176,80.6,0.43511322,54.64656,168.0632,30.417765,26.428642,45.03358,-92.977005,994.2594
1940.298,15.217542,33.07371,1686,42.87461,0,4.213755,29.234798,73.4,12.941176,80.6,1.8854905,38.630325,120.33857,30.421293,26.4265,45.033604,-92.97724,994.7
1940.548,14.440618,33.664314,1754.75,43.495983,2,4.504815,29.234798,73.4,12.54902,80.6,2.175566,41.298668,123.61035,30.424805,26.424078,45.033604,-92.97724,994.7
1940.798,12.45133,34.550217,1799.25,43.495983,1,5.224527,29.234798,73.4,1.9607843,80.6,2.6106794,47.89675,139.81334,30.428484,26.420805,45.033604,-92.97724,994.7
1941.048,29.458202,27.758293,1788.25,44.117355,4,2.239839,29.234798,73.4,0,80.6,-0.7251887,20.53411,60.30894,30.430277,26.420965,45.033604,-92.97724,994.7
1941.297,38.68478,17.71806,1780.25,44.117355,16.5,1.70667,29.234798,73.4,7.8431373,80.6,-5.6564717,15.636588,46.131233,30.434029,26.42199,45.03363,-92.97749,995.1574
1941.547,23.283257,19.194565,1757,44.117355,17.5,2.833866,29.234798,73.4,8.235294,80.6,-4.931283,25.979954,77.66059,30.435827,26.421778,45.03363,-92.97749,995.1574
1941.798,17.085306,31.597206,1656.25,44.117355,0,3.908142,29.234798,73.4,12.941176,80.6,1.1603019,35.40457,112.27098,30.439545,26.41962,45.03363,-92.97749,995.1574
1942.048,18.318243,31.597206,1629.25,44.117355,-0.5,3.640896,29.234798,73.4,14.117647,80.6,1.1603019,33.021614,106.44975,30.441338,26.418934,45.03363,-92.97749,995.1574
1942.298,15.100293,32.77841,1707.75,44.738728,-0.5,4.479678,29.234798,73.4,19.215687,80.6,1.7404529,40.622894,124.934006,30.445698,26.416428,45.033657,-92.977745,995.3707
1942.548,11.43618,34.550217,1930.25,44.738728,2,5.871474,29.234798,73.4,19.215687,78.8,2.6106794,53.638336,145.9472,30.44932,26.412651,45.033657,-92.977745,995.3707
1942.798,11.786607,35.14082,1986,44.738728,2,5.695515,29.234798,73.4,18.431372,78.8,2.9007547,52.043617,137.63292,30.451283,26.410538,45.033657,-92.977745,995.3707
1943.048,10.029931,37.207928,2058,45.360096,-0.5,6.784344,29.234798,73.4,13.725491,78.8,3.916019,62.008137,158.2477,30.454983,26.40534,45.033657,-92.977745,995.3707
1943.298,10.171114,38.38913,2067,45.98147,0,6.620292,29.234798,73.4,12.54902,78.8,4.49617,61.98505,157.5,30.458614,26.400345,45.03369,-92.978,995.613
1943.548,10.688267,39.570335,2009.5,46.60284,-1.5,6.521067,29.234798,73.4,12.941176,78.8,5.0763206,59.783005,156.25136,30.462355,26.395468,45.03369,-92.978,995.613
1943.797,10.888211,41.34214,1923,47.22421,-3.5,6.486669,29.234798,73.4,15.294118,78.8,5.946547,59.467655,162.41853,30.466045,26.39075,45.03369,-92.978,995.613
1944.048,10.946259,41.34214,1914.25,47.22421,-3.5,6.452271,29.234798,73.4,15.294118,78.8,5.946547,59.152306,162.29573,30.467958,26.388412,45.03369,-92.978,995.613
1944.298,9.911551,42.818645,1948.5,47.84558,-3,7.219611,29.234798,73.4,14.117647,78.8,6.671736,66.18703,178.4048,30.471922,26.382772,45.033722,-92.978264,996.39703
1944.548,11.549276,40.160934,1968,48.466953,-2.5,6.276312,29.234798,73.4,9.411765,78.8,5.3663964,57.53917,153.55804,30.475975,26.377941,45.033722,-92.978264,996.39703
1944.798,65.85309,34.254917,1947.25,48.466953,-1.5,1.100736,29.234798,73.4,0,78.8,2.4656415,10.091187,27.2179,30.477974,26.378979,45.033722,-92.978264,996.39703
1945.048,39.07705,23.033478,1841,48.466953,13.5,1.856169,29.234798,73.4,6.27451,78.8,-3.0457926,17.005783,48.5151,30.48175,26.379992,45.033722,-92.978264,996.39703
1945.298,13.440516,30.711304,1710.75,48.466953,4,5.428269,29.234798,73.4,12.54902,78.8,0.7251887,49.442726,151.79236,30.48568,26.378479,45.033752,-92.97854,996.6842
1945.548,19.356283,33.369015,1678.5,49.088326,-1,3.81024,29.234798,73.4,12.54902,78.8,2.0305283,34.77194,108.803185,30.487791,26.377815,45.033752,-92.97854,996.6842
1945.799,16.864704,34.254917,1676.75,49.088326,-1,4.400298,29.234798,73.4,12.941176,78.8,2.4656415,39.90912,125.008026,30.492212,26.3759,45.033752,-92.97854,996.6842
1946.048,16.392351,34.550217,1748,49.088326,1.5,4.504815,29.234798,73.4,13.333333,78.8,2.6106794,41.059116,123.36791,30.496338,26.373837,45.033752,-92.97854,996.6842
